pair_id,positive_run_id,control_run_id,speed_mps,target_foot,target_phase,severity,category,history_start_sample,history_end_sample_inclusive,future_sample_count,finite_comparison_values,mean_absolute_pair_difference,maximum_absolute_pair_difference,positive_mean,control_mean
pair_000,positive_0p10_left_early_loading_native_strong_ice_v0,control_0p10_left_early_loading_native_strong_ice_v0,0.1,left,early_loading,native_strong_ice,target_foot_fsr,0,156,0,628,0.0,0.0,77.0349488811698,77.0349488811698
pair_000,positive_0p10_left_early_loading_native_strong_ice_v0,control_0p10_left_early_loading_native_strong_ice_v0,0.1,left,early_loading,native_strong_ice,target_foot_imu,0,156,0,942,0.0,0.0,1.616441505956115,1.616441505956115
pair_000,positive_0p10_left_early_loading_native_strong_ice_v0,control_0p10_left_early_loading_native_strong_ice_v0,0.1,left,early_loading,native_strong_ice,contralateral_fsr,0,156,0,628,0.0,0.0,9.12636046272934,9.12636046272934
pair_000,positive_0p10_left_early_loading_native_strong_ice_v0,control_0p10_left_early_loading_native_strong_ice_v0,0.1,left,early_loading,native_strong_ice,contralateral_imu,0,156,0,942,0.0,0.0,2.0013188593907207,2.0013188593907207
pair_000,positive_0p10_left_early_loading_native_strong_ice_v0,control_0p10_left_early_loading_native_strong_ice_v0,0.1,left,early_loading,native_strong_ice,bilateral_asymmetry,0,156,0,1570,0.0,0.0,26.932508952001847,26.932508952001847
pair_000,positive_0p10_left_early_loading_native_strong_ice_v0,control_0p10_left_early_loading_native_strong_ice_v0,0.1,left,early_loading,native_strong_ice,contact_anchor_drift_label_only,0,156,0,121,0.0,0.0,0.0011640540327759429,0.0011640540327759429
pair_001,positive_0p10_left_early_loading_native_strong_ice_v1,control_0p10_left_early_loading_native_strong_ice_v1,0.1,left,early_loading,native_strong_ice,target_foot_fsr,0,159,0,640,0.0,0.0,14.811538396170363,14.811538396170363
pair_001,positive_0p10_left_early_loading_native_strong_ice_v1,control_0p10_left_early_loading_native_strong_ice_v1,0.1,left,early_loading,native_strong_ice,target_foot_imu,0,159,0,960,0.0,0.0,1.9722296226036633,1.9722296226036633
pair_001,positive_0p10_left_early_loading_native_strong_ice_v1,control_0p10_left_early_loading_native_strong_ice_v1,0.1,left,early_loading,native_strong_ice,contralateral_fsr,0,159,0,640,0.0,0.0,73.56257681697608,73.56257681697608
pair_001,positive_0p10_left_early_loading_native_strong_ice_v1,control_0p10_left_early_loading_native_strong_ice_v1,0.1,left,early_loading,native_strong_ice,contralateral_imu,0,159,0,960,0.0,0.0,1.6419867621499311,1.6419867621499311
pair_001,positive_0p10_left_early_loading_native_strong_ice_v1,control_0p10_left_early_loading_native_strong_ice_v1,0.1,left,early_loading,native_strong_ice,bilateral_asymmetry,0,159,0,1600,0.0,0.0,-23.302269658780716,-23.302269658780716
pair_001,positive_0p10_left_early_loading_native_strong_ice_v1,control_0p10_left_early_loading_native_strong_ice_v1,0.1,left,early_loading,native_strong_ice,contact_anchor_drift_label_only,0,159,0,50,0.0,0.0,0.0002885450627945829,0.0002885450627945829
pair_002,positive_0p10_left_early_loading_native_strong_ice_v2,control_0p10_left_early_loading_native_strong_ice_v2,0.1,left,early_loading,native_strong_ice,target_foot_fsr,0,164,0,660,0.0,0.0,45.81368255471162,45.81368255471162
pair_002,positive_0p10_left_early_loading_native_strong_ice_v2,control_0p10_left_early_loading_native_strong_ice_v2,0.1,left,early_loading,native_strong_ice,target_foot_imu,0,164,0,990,0.0,0.0,1.6704182156283662,1.6704182156283662
pair_002,positive_0p10_left_early_loading_native_strong_ice_v2,control_0p10_left_early_loading_native_strong_ice_v2,0.1,left,early_loading,native_strong_ice,contralateral_fsr,0,164,0,660,0.0,0.0,40.0910603523706,40.0910603523706
pair_002,positive_0p10_left_early_loading_native_strong_ice_v2,control_0p10_left_early_loading_native_strong_ice_v2,0.1,left,early_loading,native_strong_ice,contralateral_imu,0,164,0,990,0.0,0.0,1.474171269282809,1.474171269282809
pair_002,positive_0p10_left_early_loading_native_strong_ice_v2,control_0p10_left_early_loading_native_strong_ice_v2,0.1,left,early_loading,native_strong_ice,bilateral_asymmetry,0,164,0,1650,0.0,0.0,2.4067970456363312,2.4067970456363312
pair_002,positive_0p10_left_early_loading_native_strong_ice_v2,control_0p10_left_early_loading_native_strong_ice_v2,0.1,left,early_loading,native_strong_ice,contact_anchor_drift_label_only,0,164,0,121,0.0,0.0,0.003992185295099577,0.003992185295099577
pair_003,positive_0p10_left_early_loading_moderate_ice_preregistered_v0,control_0p10_left_early_loading_moderate_ice_preregistered_v0,0.1,left,early_loading,moderate_ice_preregistered,target_foot_fsr,0,156,0,628,0.0,0.0,77.02742410693199,77.02742410693199
pair_003,positive_0p10_left_early_loading_moderate_ice_preregistered_v0,control_0p10_left_early_loading_moderate_ice_preregistered_v0,0.1,left,early_loading,moderate_ice_preregistered,target_foot_imu,0,156,0,942,0.0,0.0,1.618571495880571,1.618571495880571
pair_003,positive_0p10_left_early_loading_moderate_ice_preregistered_v0,control_0p10_left_early_loading_moderate_ice_preregistered_v0,0.1,left,early_loading,moderate_ice_preregistered,contralateral_fsr,0,156,0,628,0.0,0.0,9.13128916131463,9.13128916131463
